lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
10.5,10.5,Wyoming,San Diego St.,11,14.84,,10.5,16.95,10.15,11.977,10.31,17.532,11.1,10.7,11.1,11.5,11.59,7.2,5.5,14.14537,7.7,7.8,10.9,10.43,11.4,11.98,14.87,16,8.9827,14.03,,,7.23,0,18.45,14.92,11.352796529,,14.55,9.6822,23.744516445,,,,15.9,11.2,16.75491167,3.5315377376,18.9,13,12.91,9.695,9.15,12.37,,,12.121845595,3.2717460182,11.4,0.528222762,0.7718807114,10.5
2.5,1,Hawaii,San Jose St.,-5,5.58,,1.5,5.43,-0.82,-6.752,1.23,3.562,0.01,0.3,-0.5,1.7,-6.09,3.03,6,-3.559734,2.6,-1.4,0.31,2.79,-0.66,-2.25,0.62,1,4.0102,2.95,,,-1.34,0,-0.96,-7.96,-0.324127825,,-0.02,4.1562,14.375244635,,,,-0.55,0.8,2.49180999,-1.235434625,-9.0405,-11,-8.66,-5.835,2.97,-3,,,-0.338234662,3.9311980662,0,0.4768109308,0.4917803207,1
4.5,4,Louisiana-Lafayette,South Alabama,6,7.51,,4,2.82,0.67,4.254,4.64,0.638,5.9,6.3,6.2,2.6,-9.02,3.93,-1.5,3.259262,2.9,6.5,5.03,5.61,4.73,4.83,4.57,3,3.1568,5.47,,,4.01,0,9.74,4.66,5.057565347,,4.6,4.3933,-16.21389081,,,,13,4.3,7.777019698,-9.538503348,5.25,2,1.87,4.374,4.14,3.38,,,4.2705114627,3.2738832591,4.57,0.5047111023,0.6035223611,4
-14,-14,Pittsburgh,Stanford,-8.5,-11.79,,-14,-18.66,-14.21,-4.429,-13.24,-4.406,-12.6,-13.4,-13.7,-12.9,-8.27,-13.27,-9.5,-17.57701,-16.5,-15.6,-11.12,-11.21,-8.24,-17.45,-17.32,-20,-7.0443,-14.36,,,-15.36,0,-17.6,-22.82,-9.315841076,,-15.18,-13.7344,-6.324255536,,,,-19.2,-15.3,-13.61162625,-2.233595559,-14.7,-20,-16,-12.96,-9.58,-3.58,,,-13.18559429,4.3810535643,-13.61162625,0.5140675468,0.2125090644,-14
2,2.5,North Carolina,Syracuse,9.5,6.48,,2,9,13.7,10.358,7.32,19.809,1.8,8.3,8.3,9.3,7.81,3.09,6,9.386459,3.2,2.4,7.51,7.86,10.31,4.37,10.56,9,4.7108,12.95,,,4.26,0,0.97,3.31,9.196570472,,10.88,6.0429,4.4712884916,,,,10.3,8.7,12.082560761,13.45654233,12.6,3,2.17,5.584,4.62,19.91,,,8.0423151342,4.3089457058,8.3,0.59489762,0.6869167223,3.5
-4.5,-5.5,East Carolina,Temple,2.5,-9.65,,-4.5,-3.41,-4.42,0.171,-4.92,-3.372,-3.8,-4.7,-5.6,-4.6,-3.41,-8.14,-9.5,-8.878353,-7,-3.5,-3,-4.39,-3.65,-1.95,-7.74,-7,-6.1131,-3.57,,,-5.68,0,-7.7,-8.26,-8.121662632,,-4.86,-8.4359,-20.59039665,,,,-16.225,-5.6,-7.131357104,-3.207966347,-3.5,-2,-1.53,-3.572,-6.16,-5.03,,,-5.421753147,3.1539176313,-4.92,0.5013637424,0.3692957242,-5.5
4.5,3,Oklahoma,Tennessee,2,0.45,,3,4.33,3.88,2.212,4.63,6.971,1.5,1.7,1.5,1.6,0.77,5.72,13,-2.224836,2.5,3.3,6.19,5.03,5.55,8.38,1.5,2,3.2923,4.05,,,5.08,0,-7.93,8.7,4.255998525,,1.36,2.8744,-12.13299378,,,,-2.17,1.6,-1.512802275,-0.329690079,1.4,-1,6.9,5.262,1.86,4.83,,,3.1369246218,3.5088496609,2.8744,0.5023810438,0.5762168142,3
3,3,Vanderbilt,Texas,3.5,5.13,,2.5,1.32,7.82,-0.167,4.47,5.393,4.1,5.8,4.2,1.9,0.56,12.19,15.5,-0.8318729,4.2,3,7.36,8.11,8.33,5.84,-0.34,1,5.66,3.87,,,7.96,0,-1.2,-5.95,1.800783827,,-0.18,7.574,5.176087018,,,,1.375,6.3,0.878909153,-1.720713969,0.7,-6,2.58,-2.056,8.55,1.35,,,3.7845338482,4.1078302306,3.87,0.5135813206,0.5909336813,3
-5,-6.5,James Madison,Texas St.,-7.5,-6.89,,-6.5,-9.28,-11.5,-11.268,-4.11,-12.879,-4,-5.1,-4.9,-7,-7.29,-4.91,3.5,-11.66536,-11.5,-7.8,-2.92,-1.9,-4.11,-3.96,-7.99,-8,-2.2486,-2.29,,,-6.61,0,-10.78,-12.99,-5.669803412,,-5.89,-2.0567,4.025878275,,,,-26.425,-6.3,-4.867341858,-4.942745255,-15.1865,-12,-13.93,-8.9,-6.29,-11.7,,,-7.56682834,5.0185273747,-6.89,0.4816775858,0.3253235016,-6.5
-3.5,-5.5,Tulane,Texas-San Antonio,-6.5,-3.94,,-5.5,-5.19,-4.51,-13.657,-7.49,-12.226,-10.6,-9.3,-9.2,-6.1,-9.3,-5.47,-2.5,-4.232948,-7,-5.5,-2.71,-1.5,-8.41,0.44,-6.48,-12,-3.4921,-0.04,,,-3.91,0,-3.54,-12.57,-9.823547346,,-6.88,-7.3586,29.175752659,,,,7,-3.9,-3.964937247,-7.969904122,-16.562,-8,-8.43,-8.607,-4.27,-10.83,,,-6.424464938,4.3691547207,-6.48,0.484030754,0.3487258935,-5.5
7,7.5,Arkansas St.,Troy St.,12.5,8.37,,7.5,10.66,8.3,11.924,7.88,6.468,7.6,7.9,9.2,9.7,8.55,10.91,4,11.06768,7.6,11,10.88,9.83,11.83,12.17,8.58,10,6.5447,12.11,,,9.67,0,14.45,9.86,9.034456236,,8.76,9.0885,23.33920109,,,,11.4,10.1,10.835225055,2.2855301192,15.05,7,9.32,11.189,11.62,10.05,,,9.8974759305,2.1361415743,9.86,0.5419239122,0.7308938549,8
5,4.5,New Mexico,UNLV,9.5,4.69,,4,1.14,10.11,15.799,6.36,4.171,15,13.2,14.7,5.8,3.81,9.79,10.5,-0.20298,3.7,3.6,9.38,8.24,12.37,8.57,-1.78,1,5.3628,1.49,,,7.63,0,10.31,-7.85,2.947921431,,-0.24,4.6026,-14.30250915,,,,-1.375,5.4,-0.95265377,3.2039018616,9.1,3,9.02,3.848,5.86,4.83,,,5.8828381452,5.1604370771,5.4,0.5237123906,0.6372703077,4.5
7,10.5,Cincinnati,Utah,7.5,17.84,,10,20.14,9.04,2.415,8.66,16.669,11.5,11.2,11.5,11.8,7.27,10.5,5,15.96955,7.7,11,10.24,11.34,8.18,13.28,17.38,24,9.6792,19.9,,,8.66,0,16.98,9.76,12.305604617,,13.38,13.3304,12.107352879,,,,22.25,12.3,19.791792849,1.454493166,6.65,3,6.06,11.247,13.12,4.83,,,12.060706345,5.0062001133,11.34,0.5267969224,0.7648451792,10.5
-10.5,-11,Louisville,Virginia Tech,-10.5,-8.29,,-10.5,-6.21,-14.31,-12.069,-11.59,-19.246,-6.9,-13.6,-14.1,-12,-10.04,-9.99,-4,-17.03462,-16,-10.6,-8.62,-6.44,-12.86,-9,-13.24,-13,-6.4497,-12.71,,,-7.6,0,-18.13,-12.74,-16.69923245,,-10.07,-5.9462,-42.30376252,,,,-17.275,-12.2,-14.86982034,-5.035204061,-18.55,-15,-8.34,-12.407,-8.94,-11.41,,,-11.64042494,3.8348164501,-12,0.4888899731,0.2388155944,-11
8.5,8.5,New Mexico St.,Western Kentucky,15.5,11.59,,8.5,9.01,10.08,14.505,11.49,13.89,10.2,10.1,10.3,6,9.94,14.07,11,7.715372,11.4,11.3,13.89,12.43,14.28,16.8,10.08,10,7.7816,10,,,10.65,0,10.24,11.12,8.4821960574,,9.04,9.254,14.881896895,,,,10.65,10.5,7.18129104,19.12923003,16.1,8,18.32,2.399,8.56,11.79,,,10.965088695,3.0427124469,10.5,0.5429086352,0.7504177098,9
7,5,Central Mich.,Western Mich.,2,6.23,,4,9.79,5.05,0.047,7.15,4.111,5,5.6,6,6.6,3.8,6.32,9,7.265581,2.5,5.3,8.31,9.24,5.44,11.34,12.21,10,4.3797,9.27,,,6.53,0,12.27,1.26,3.337279008,,9.55,8.2309,6.7839457915,,,,15.475,6.1,10.736749313,-1.512532611,4.9,2,8.28,5.676,6.99,5.41,,,6.8384412646,3.2174541418,6.32,0.5319949911,0.6629751807,5
