lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linekerns,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
-2.5,0,California,Hawaii,5.5,,3.04,-1.5,-1.97,1.79,-4.248,-4.92,,,,,,2.06,-5.54,-5.5,,-1.5,,0.05,-1.08,0.92,-0.02,2.38,-1,,-0.05,,,-1.75,1,-0.575,1.6298480684,3.01,-2,2.599491893,,-0.092,-6.4797,11.513828735,,,,-2.7,-0.82017336,-0.35,2,,-0.46,0.36,5,,,-0.396512001,2.9991108734,-0.221,0.4930833466,0.4902467431,0
3,3,LSU,Houston,3,,0.3,3,-3.64,-11.69,-3.839,-2.86,,,,,,3.45,-5.02,-6.5,,2.1,,-5.32,-5.77,-4.9,-6.23,-3.21,-1,,-1.46,,,-5.13,1,-8.1,-3.761634076,0.44,-4.24,-2.209484019,,-0.184,-7.122,-9.879052956,,,,-8.3,-0.73213418,-2.5515,,,-5.796,-5.88,-0.5,,,-3.53078727,3.4900893055,-3.800317038,0.3879343323,0.4143329351,2
-6.5,-2.5,Tennessee,Illinois,0.5,,-1.27,-2.5,-1.2,-1.58,-2.677,-3.38,,,,,,,-9.59,-3.5,,-4.2,,-6.06,-5.96,-5.15,-7.51,-4.15,-2,,,,,-7.21,1,-8.755,0.637329974,-6.18,-4.52,-3.620166489,,0.048,-3.6174,-2.09486849,,,,-3.1,-0.553323728,-1.4105,,,-6.287,-4.16,3,,,-3.675062018,2.9549472103,-3.618783245,0.4795053612,0.4103169635,-2.5
-3,1,Troy St.,Jacksonville St.,-1,-3.5,-2.58,1,0.48,-5.52,-2.716,0.15,-4.681,-4.6,-4.7,-4.8,-4.3,-1.94,-3.17,11.5,,-3.6,,-4.85,-4.08,-4.04,-7.17,-1.46,-3,,-1.88,,,5.56,1,-0.725,-2.760239101,-0.21,-5.32,-1.569283019,,-0.064,-5.975,3.6103549513,,,,-2.7,-0.292777798,-2.5585,1,-7.2,-8.212,-2.59,0.5,,,-2.57516276,3.5220135436,-2.760239101,0.4380856443,0.4373176719,0
7,9,Coastal Carolina,Louisiana Tech,5,,9.17,9,11.06,6.31,-3.246,7.71,,,,,,,4.32,2,,5.1,,7.27,8.9,3.68,10.11,13.52,14,,,,,7.9,1,16.325,13.52672277,13.36,11.23,2.038003874,,-0.039,6.5069,25.506759124,,,,9.5,0.0140948308,6.44,,,0.917,5.15,16.5,,,7.6520938087,4.9862194426,7.49,0.476848091,0.6766070772,9
9.5,6.5,Toledo,Louisville,3,,5.94,7,1.04,7.66,10.766,9.48,,,,,,5.92,12.87,1.5,,10.3,,8.02,7.83,11.82,4.84,6.05,5,,4.01,,,3.49,1,8.05,5.439521435,-1.19,0.54,2.712957008,,0.201,7.1135,12.967731667,,,,6.9,1.9057359992,10.15,,,6.251,5.14,8.5,,,5.9781326148,3.5613213483,5.995,0.4909289379,0.6428447522,6.5
3,2,New Mexico,Minnesota,-4.5,,0.27,2.5,0.18,14.68,2.664,8.56,,,,,,0.37,11.41,0.5,,2.2,,8.44,8.85,7.6,9.82,3.3,6,,0.51,,,7.42,1,-2.1,-0.340259401,0.69,3.25,0.608899505,,0.082,5.2301,7.909524405,,,,8.9,0.2740516076,-0.2345,,,5.207,2.03,2.5,,,3.8032413368,4.486390917,2.582,0.5310957399,0.5908409282,2
17.5,17.5,Tulane,Mississippi,12,17.63,14.02,17.5,15.6,13.28,14.211,18.32,15.45,21.4,20.5,22.1,18.3,9.86,19.2,3.5,,18,,17.24,16.58,16.65,20.19,18.08,15,,15,,,17.43,0,25.425,18.309868606,15.95,2.81,13.432019142,,3.042,19.4946,20.024422125,,,,19.5,3.4432644352,10.15,7,15.44,15.682,14.9,18,,,15.720986155,4.9199782039,16.58,0.4694374507,0.8270399934,17.5
3,4,Wake Forest,Mississippi St.,-5,,0.08,2.5,-5.61,3.96,-1.424,2.85,,,,,,,4.03,-5.5,,3.4,,-1.3,-0.05,-2.04,-1.75,1.76,1,,,,,-0.44,1,0.95,1.435269211,0.26,4.98,1.638889044,,0.079,2.0186,9.835581181,,,,4.8,0.3714136976,-3.2795,,,5.137,-0.49,4.5,,,0.5712592234,3.1013919719,0.605,0.4404455146,0.5140334885,3.5
7,4,Virginia,Missouri,-3,,2.83,6.5,4.02,10.52,5.333,4.37,,,,,,1.49,9.18,9.5,,7,,5.92,5.25,4.16,9.41,5.54,8,,3.63,,,8.36,1,10.475,4.636702493,2.87,4.39,8.417849229,,0.021,1.3061,7.8483489974,,,,7.2,0.8950133056,1.05,,,11.985,5.16,7.5,,,5.5508217241,3.4728032922,5.2915,0.5269540068,0.6331862375,4
5.5,3.5,Memphis,NC St.,-1.5,3.56,1.71,4.5,1.74,2.78,0.143,4.38,8.757,-1.4,5.6,6.2,1.7,1.32,-0.02,-9.5,,3.3,,6.02,5.57,6.36,6.8,3.09,4,,1.3,,,1.19,1,-6.925,1.237936193,-4.48,2.91,4.278950925,,0.155,-0.2916,7.144250448,,,,2.8,0.6041588304,2.8,-6,8.29,8.683,1.86,4,,,2.3896834356,3.9052922016,2.8,0.480753253,0.5578946629,3.5
12.5,11,Central Mich.,Northwestern,4.5,,14.51,10.5,12.2,12.58,13.272,16.29,,,,,,8.08,17.71,0.5,,13.1,,10.1,11.81,8.36,11.59,18.86,16,,15.08,,,12.76,1,25.125,18.144014693,3.64,3.18,8.209436728,,0.226,19.3354,20.460109599,,,,15.9,2.9588024804,13.5905,,,13.57,12.26,20.5,,,12.366078381,5.8943817594,12.93,0.5232517044,0.7666133445,11
-4,-6.5,UNLV,Ohio,-6.5,,-5.62,-5,-8.94,1.74,-8.871,-2.98,,,,,,-4.6,-4.59,1,,-3.5,,-5.04,-4.91,-5.16,-5.65,-5.82,-7,,-6.3,,,-5.17,1,-6.65,-6.317899632,-1.21,-2.52,-5.009477106,,-0.057,-7.7631,0.9987926226,,,,-3.6,-1.055721565,-8.75,,,-8.396,-6.33,-3,,,-4.917149225,2.7432553613,-5.165,0.5276289685,0.3805418587,-6.5
-2,1,Alabama,Oklahoma,4.5,1.72,2.17,-1,5.24,0.38,6.558,-1.32,2.812,1.4,1.3,1.5,0.2,3.32,-2.49,-5,,0.2,,1.14,0.07,0.62,2.45,1.68,2,,2.93,,,1.77,0,1.075,1.801426074,3.32,2.99,4.289692199,,3.015,1.5727,5.286933874,,,,-1.5,0.8414395072,4.9,1,8.49,5.466,1.56,1.5,,,1.9899950885,2.4906308751,1.72,0.517310923,0.5490913793,1
21,20.5,James Madison,Oregon,10.5,21.52,16.55,21.5,18.66,19.99,15.453,23.11,23.729,25.4,22.9,23.9,25.6,12.25,24.66,7.5,,23,,18.39,17.06,19.19,20.82,24.7,20,,20.16,,,16.57,0,25.675,21.805690421,13.04,8.96,16.306133845,,3.198,21.0719,21.447654072,,,,21,13.108780714,9.1,4,20.35,19.591,15.28,22,,,18.621343899,5.5454357279,20,0.4679233324,0.8650979321,20.5
-1.5,-3,Arizona,SMU,-3.5,,-2.74,-3,1.93,6.41,-4.29,-0.6,,,,,,,1.26,16,,-2.4,,4.15,4.49,5.04,3.03,-3.76,-5,,,,,0.63,1,0.425,-2.25366271,0.09,-6.84,-4.69327171,,-0.028,1.4317,5.791832971,,,,0.3,-1.266379976,-3.85,,,-1.923,1.66,0.5,,,0.1953130564,4.5332535799,0.195,0.5549602115,0.5047024074,-3
-6,-3,North Texas,San Diego St.,-7,,-7.96,-3,-9.92,-8.89,-6.814,-7.39,,,,,,-4.79,-6.41,-12,,-4.7,,-6.98,-7.85,-7.06,-6.75,-10.28,-7,,-9.8,,,-5.7,1,-12.825,-8.237073832,-1.34,-8.31,-4.027865899,,-0.063,-4.0548,6.7819800235,,,,-8.5,-1.808757566,-10.934,,,-6.251,-4.44,-9,,,-7.175891324,2.8318487326,-7.03,0.4274890845,0.3287701609,-4
7.5,3,Old Dominion,South Florida,3.5,7.13,9.55,3,15.09,13.01,6.023,5.78,5.297,5.5,6.1,5.7,10.2,4.86,7.5,4,,3.6,,9.2,8.65,8.7,11.23,12.88,16,,12.23,,,9.54,1,15.125,12.423001355,7.88,11.1,9.202252534,,0.081,3.0515,18.964489223,,,,9.4,1.8199204764,9.45,,7.28,12.149,7.1,15.5,,,8.6759933484,3.8434234961,8.7,0.5974822481,0.7016697862,4
-3,-2.5,Western Kentucky,Southern Miss.,-4,,-2,-4,-4.89,-6.91,-7.397,-5.55,,,,,,-2.24,-8.31,-8.5,,-2.2,,-2.47,-3.05,-1.7,-2.95,-4.87,-4,,-4.62,,,-2.25,1,5.875,-2.349120801,-2.96,2.45,-4.979566329,,0.026,-3.9179,-9.674244667,,,,-3.1,-0.557103916,-4.9,,,2.238,-5.51,0.5,,,-3.151152904,3.1499989326,-3.075,0.4886524801,0.4231002617,-2.5
-5.5,-6.5,USC,TCU,-9,,-8.52,-4.5,-11.97,-4.13,-5.009,-9.39,,,,,,,-6.85,-1,,-6.8,,-7.18,-7.39,-6.2,-8.91,-13.58,-9,,,,,-7.16,1,-15.55,-11.92651871,-10.36,-2.76,-6.147686169,,-0.042,-6.3957,-8.786359906,,,,-11.1,-1.351582292,-5.453,,,-11.073,-8.76,-8.5,,,-7.862746603,3.5130760991,-7.945,0.4763170413,0.3149787841,-6.5
4.5,7.5,Michigan,Texas,1,,-1.27,7.5,-2.48,10.7,,0.9,,,,,,,1.58,6,,3.3,,4.98,3.68,4.92,7,-1.75,2,,,,,4.53,1,4.1,-2.02827326,-0.43,7.39,5.184891145,,-0.028,2.2948,8.820902345,,,,1.8,1.1915075356,0.9835,,,7.243,0.86,1.5,,,2.739256218,3.2670613469,2,0.4176767567,0.5668558112,6.5
3.5,3,Miami (Fla.),Texas A&M,6,4.06,-0.19,3.5,-2.08,-2.09,8.933,-0.72,6.516,6.5,4.1,3.9,0.4,2.43,2.11,-6,,3.2,,0.73,0.14,3.68,-1.54,-1.97,1,,-3.05,,,-0.81,0,9.95,-1.155933276,-4.17,-9.53,3.106210357,,2.989,-2.538,-11.90064807,,,,0.9,2.5434506808,3.9095,-1,3.6,1.308,1.47,-1,,,1.1915615427,3.9485847996,1,0.4686818167,0.5289262754,3
10.5,11,Rice,Texas St.,6.5,,10.14,11,14.47,13.92,,10.56,,,,,,,10.82,12,,7.3,,16.37,17.61,13.37,20.3,12.16,13,,,,,15.78,1,2.6,14.095830828,11.44,17.38,10.859661067,,-0.092,13.2408,14.849576243,,,,13.9,-0.43236273,7.3325,,,16.76,10.25,17,,,12.187658959,4.6074127386,13,0.5204711188,0.7687202107,11
8.5,6.5,Florida Intl.,Texas-San Antonio,3,,9.3,8.5,11.19,13.54,6.392,7.7,,,,,,5.57,14.22,7,,9.7,,10.37,11.85,11.57,8.45,12.26,10,,10.81,,,8.64,1,35.7,12.146507515,4.93,5.48,5.571917626,,0.119,9.0496,20.156187207,,,,10.4,0.788476872,6.65,,,12.138,10.98,14,,,9.9575675047,5.8913929671,9.85,0.558672578,0.7210739624,7
14,16.5,Nebraska,Utah,15.5,,16.12,16.5,19.55,10.65,,11.6,,,,,,,13.72,1,,17.5,,12.39,11.05,10.85,16.98,17.03,23,,,,,15.24,1,14.025,17.4879223,19.37,22.66,16.504754049,,0.02,13.6917,26.656800442,,,,13.5,1.8022293876,12.95,,,18.511,14.62,21,,,14.685939865,5.3127709895,15.24,0.4689520704,0.8089913761,16.5
-1,1,Washington St.,Utah St.,-2.5,,-4.91,2.5,-5.17,-5.69,-3.126,-6.77,-5.45,,,,,-5.22,-7.56,-7.5,,1.7,,-5.77,-5.46,-5.6,-7.06,-4.22,-6,,-4.43,,,6.99,1,-9.075,-5.071414217,-1.31,-2.22,-4.743666999,,-0.068,-7.4671,10.742917178,,,,-4,-0.028659721,-4.2,-1,-4.1,-3.777,-5.62,-1,,,-4.262443163,3.078586082,-4.990707109,0.4090437258,0.3964313252,-0.5
4,5.5,Iowa,Vanderbilt,4,,0.38,5,1.7,0.87,,1.29,,,,,,,-1.81,-4,,3.3,,2.9,1.3,2.93,5.56,2.15,1,,,,,4.15,1,11.03,-0.145359008,2.26,9.06,4.807557791,,-0.01,-1.2444,-11.82689212,,,,0.5,1.4525547372,1.7535,,,5.031,-2.19,3.5,,,2.2248999549,3.2202869014,1.7535,0.4431360517,0.554420263,4.5
4,3,Kennesaw St.,Western Mich.,-4,1.09,-1.15,3.5,3.97,5.95,-1.993,4.45,1.362,5.4,5.5,5,,-0.68,8.84,6,,3.1,,4.84,5.45,2.44,7.39,3.14,2,,2.28,,,5.3,1,4.775,-0.314362552,6.63,4.58,1.723362928,,0.007,2.234,7.4888536633,,,,1.8,-0.811736802,-2.1,1,7.49,11.721,1.14,2.5,,,3.2740277882,3.3095324707,3.12,0.5047712712,0.5797053549,3
