lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
-14.5,-17,Old Dominion,Louisiana-Monroe,-9,,,,-20.13,-11.08,-4.079,-16.53,-15.536,-10.1,-11.2,-11.7,-18.5,-9.3,-14.52,-6.5,-19.78749,-23,-13.3,-10.62,-13.28,-9.07,-12.2,-25.08,-19,-13.9581,-19.9,,,-12.81,0,-9.49,-12.84,-6.006464366,,-21.98,-18.4377,-26.13667993,,,,-26.35,-17,-20.35534838,-2.95618278,-15.75,-15,-11.32,-11.309,-12.55,-6.48,,,-14.21181849,5.4258149508,-13.06,0.5476015472,0.1992928683,-17
-23,-21.5,Indiana,Maryland,-18.5,,,,-28.4,-26.21,-16.339,-23.25,-25.601,-19.8,-19.3,-22.5,-22.4,-10.97,-15.8,-17.5,-24.88901,-25,-23,-16.05,-14.51,-17.79,-19.48,-28.98,-33,-17.146,-24.49,,,-14.62,0,-28.45,-18.6,-18.82203518,,-17.74,-21.4191,-22.81709919,,,,-24.35,-23.7,-25.55064087,-24.59504973,-17.8745,-20,-18.01,-22.95,-15.69,-18.37,,,-20.97503384,4.7872355877,-19.64,0.5090375433,0.1037526221,-21.5
20.5,22,Purdue,Michigan,23,,,,27,31.16,26.592,22.6,22.852,29,28.8,29.9,21.6,16.16,26.66,19.5,20.40525,24,22.1,24.51,23.1,27.26,26.31,22.54,19,21.5925,23.08,,,21.7,0,27.5,16.97,20.338553801,,16.92,22.5996,46.44590449,,,,28.825,24.7,23.931993307,8.1030311072,31.5,16,25.59,23.78,22.94,17.01,,,23.763865713,3.9555792035,23.09,0.5305462195,0.9260753691,22
-5,-3.5,Jacksonville St.,Middle Tenn.,-11,-5.99,,,-0.18,-2.39,-9.381,-9.82,-1.916,-4.7,-5.4,-6.2,,-6.91,-10.14,-11,-6.972126,-3.6,-4.5,-5.13,-4.47,-8.09,-4.31,-4.75,,-6.8042,-5.99,,,-7.61,0,-8.73,-9.24,-0.560746343,,-5.12,-5.8701,-10.04748729,,,,-1,-7.7,-1.264915571,-11.40816892,-7.35,-13,-8.11,-11.575,-1.51,-3.87,,,-5.923083457,3.0921719703,-5.99,0.4578319547,0.3576140435,-3.5
5.5,3.5,Michigan St.,Minnesota,10.5,,,,1.54,9.59,9.801,6.97,1.71,7.6,7.3,8.4,9.3,8.56,7.59,12.5,4.420878,7.1,5,7.42,5.82,10.87,5.75,1.11,-2,2.8311,4.8,,,6.73,0,13.34,13.27,10.876741627,,0.95,4.482,-10.06036954,,,,3.925,5.7,0.9764157024,5.119997306,13.741,6,6.99,12.665,5.58,9.76,,,6.9333982981,3.9042433154,7.045,0.5593194082,0.6636866809,4
13,12.5,South Carolina,Mississippi,20.5,,,,14.09,10.32,15.184,13.95,17.862,8.4,10,10.3,12.1,14.28,13.62,9.5,16.97401,21,11.8,12.73,9.7,16.31,13.41,15.2,9,9.9273,16.13,,,11.1,0,20.7,12.5,13.866640758,,13.29,12.4362,13.582542934,,,,24.45,12.5,16.779809937,5.9435787012,19.25,15,16.84,12.304,13.8,10.63,,,14.019314755,3.7520184078,13.515,0.5263567967,0.8040680116,12.5
3.5,3.5,Florida Intl.,Missouri St.,7,8.04,,,9.2,6.62,6.086,4.49,11.798,8.9,7.8,10.1,5.6,7.27,7.75,1.5,9.029146,3.1,4.8,7.63,7.65,6.59,9.4,6.68,7,4.2048,8.98,,,6.35,0,3.35,1.54,6.035742258,,4.48,6.426,1.381386324,,,,8.45,4.2,9.768391391,-0.817051776,8.302,1,10.82,3.025,8.29,2.8,,,6.693719991,2.5245383898,7,0.555671444,0.6608665302,4
-6,-5.5,Georgia Tech,NC St.,-11.5,,,,-6.55,-6.28,-9.69,-7.51,-12.164,-11,-9.1,-10.2,-6.6,-7.77,-5.52,2,-9.350479,-5.4,-9.8,-5.29,-3.42,-6.43,-7.94,-7.03,-11,-5.6274,-7.64,,,-9.14,0,-8.83,-11.48,-6.862040661,,-4.91,-7.3473,-0.977307041,,,,-11.95,-7.2,-4.080510426,-12.33955389,-11.2,-14,-14.82,-17.226,-3.42,-8.22,,,-8.092045529,3.4438311991,-7.705,0.4550019576,0.3098463957,-6
-5.5,-6.5,USC,Nebraska,4.5,,,,-14.21,-4.3,0.237,-3.55,-1.854,-4.7,-4.3,-4.8,-5.6,-3.3,-6.98,-4.5,-12.65131,-8,-5.8,-2.86,-2.13,-1.62,-6.38,-9.89,-9,-5.8946,-9.75,,,-6.97,0,-3.61,-2.91,-10.18965343,,-8.17,-3.0649,13.638461301,,,,-9.225,-4.8,-8.229819641,-1.737047138,-1.75,-2,-5.1,-4.496,-5.46,-0.39,,,-5.307849555,3.6337443214,-4.8,0.520704114,0.3726998911,-6.5
7,6.5,Navy,North Texas,8.5,,,,15.96,3.66,-0.779,8.77,14.481,1.2,3.4,2.9,5,6.29,4.54,-3,15.40712,5,10.3,10.87,12.44,6.21,15.02,21.66,16,8.4733,16.4,,,5.88,0,8.73,10.83,14.133373341,,15.44,8.9134,24.196942087,,,,24.4,9.5,21.891771013,-7.549447935,6.643,2,8.86,12.558,10.13,18.46,,,10.133472746,6.2531371546,9.2067,0.5613909706,0.7230415777,7
20.5,20.5,Penn St.,Ohio St.,24.5,,,,24.38,11.58,21.142,18.15,27.603,14.3,15.1,14.9,18.1,17.21,15.7,6,18.53049,23.5,15.3,17.05,11.74,19.84,23.45,20.67,22,14.712,19.43,,,17.6,0,37.78,37.55,28.682368593,,15.78,20.129,13.742922425,,,,23.8,18.5,24.756619963,19.938448244,22.197,15,27.86,25.104,18.22,25.13,,,20.473065225,6.3997570765,19.635,0.4995438647,0.8833840897,20.5
-3.5,-3.5,Washington St.,Oregon St.,-9.5,,,,-9.96,1.86,-2.962,-6.52,-23.908,-7.1,-4.8,-7.8,-12.8,-10.5,-4.46,-8,-16.8552,-5.3,-7.3,-6.12,-4.04,-8.07,-8.12,-11.71,-13,-3.5521,-9.66,,,-6.24,0,-3.06,-18.44,-17.1868977,,-9.42,-9.2564,-19.60592297,,,,-13.75,-4.2,-15.32647685,-24.01214527,-16.8,-10,-11.55,-14.677,-8.21,-15.76,,,-9.580370383,5.2742104084,-8.7332,0.3969620823,0.2841056942,-4.5
-14.5,-14,Memphis,Rice,-13,,,,-24.74,-15.44,-17.741,-14.92,-14.317,-14.6,-15.9,-16.1,-17.5,-10.4,-18.98,-10.5,-24.10181,-17.5,-16.3,-16.93,-17.95,-16.24,-20.21,-25.07,-28,-18.7689,-19.77,,,-17.07,0,-14.78,-22.31,-18.11615573,,-18.3,-20.8366,-26.8556469,,,,-24.35,-18.9,-24.39814345,-5.350863215,-23.45,-17,-17.66,-20.693,-16.05,-18.95,,,-18.44322656,4.0015130623,-17.8455,0.4234797878,0.1308475069,-15
-10,-12,Miami (Fla.),SMU,-3.5,,,,-9.01,-4.98,-7.589,-8.02,-15.862,-7.2,-5.4,-4.9,-10.8,-7.4,-3.9,3,-20.17432,-17,-7.4,-5.64,-4.51,-6.83,-7.43,-18.53,-17,-5.3348,-10.62,,,-3.68,0,-11.34,-15.06,-10.07937224,,-12.42,-7.6724,-22.29717156,,,,-15.675,-10.4,-16.67764055,-4.191611836,-9.023,-9,-5.48,-6.854,-6.47,-11.99,,,-9.180303494,5.007794003,-7.6307,0.5483303713,0.2913196625,-11.5
10.5,10,Wyoming,San Diego St.,11,,,,16.95,10.15,11.977,10.31,17.532,11.1,10.7,11.1,11.5,11.59,7.2,5.5,14.14537,7.7,7.8,10.9,10.43,11.4,11.98,14.87,16,8.9827,14.03,,,7.23,0,18.45,14.92,11.352796529,,14.55,9.6822,23.744516445,,,,15.9,11.2,16.75491167,3.5315377376,18.9,13,12.91,9.695,9.15,12.37,,,12.050315216,3.2846137717,11.376398265,0.5356581627,0.7705138893,10
2.5,2.5,Hawaii,San Jose St.,-5,,,,5.43,-0.82,-6.752,1.23,3.562,0.01,0.3,-0.5,1.7,-6.09,3.03,6,-3.559734,2.6,-1.4,0.31,2.79,-0.66,-2.25,0.62,1,4.0102,2.95,,,-1.34,0,-0.96,-7.96,-0.324127825,,-0.02,4.1562,14.375244635,,,,-0.55,0.8,2.49180999,-1.235434625,-9.0405,-11,-8.66,-5.835,2.97,-3,,,-0.49397768,3.8601108643,-0.01,0.448209955,0.48798411,2
4.5,3.5,Louisiana-Lafayette,South Alabama,6,,,,2.82,0.67,4.254,4.64,0.638,5.9,6.3,6.2,2.6,-9.02,3.93,-1.5,3.259262,2.9,6.5,5.03,5.61,4.73,4.83,4.57,3,3.1568,5.47,,,4.01,0,9.74,4.66,5.057565347,,4.6,4.3933,-16.21389081,,,,13,4.3,7.777019698,-9.538503348,5.25,2,1.87,4.374,4.14,3.38,,,4.1852617643,3.273668036,4.48165,0.5119327149,0.6015017122,3.5
-14,-14,Pittsburgh,Stanford,-8.5,,,,-18.66,-14.21,-4.429,-13.24,-4.406,-12.6,-13.4,-13.7,-12.9,-8.27,-13.27,-9.5,-17.57701,-16.5,-15.6,-11.12,-11.21,-8.24,-17.45,-17.32,-20,-7.0443,-14.36,,,-15.36,0,-17.6,-22.82,-9.315841076,,-15.18,-13.7344,-6.324255536,,,,-19.2,-15.3,-13.61162625,-2.233595559,-14.7,-20,-16,-12.96,-9.58,-3.58,,,-13.22232046,4.4337739839,-13.65581312,0.5134275588,0.2120617005,-14
2,2.5,North Carolina,Syracuse,9.5,,,,9,13.7,10.358,7.32,19.809,1.8,8.3,8.3,9.3,7.81,3.09,6,9.386459,3.2,2.4,7.51,7.86,10.31,4.37,10.56,9,4.7108,12.95,,,4.26,0,0.97,3.31,9.196570472,,10.88,6.0429,4.4712884916,,,,10.3,8.7,12.082560761,13.45654233,12.6,3,2.17,5.584,4.62,19.91,,,8.0834286903,4.3590274042,8.3,0.5955498225,0.6876606899,3.5
-4.5,-5.5,East Carolina,Temple,2.5,,,,-3.41,-4.42,0.171,-4.92,-3.372,-3.8,-4.7,-5.6,-4.6,-3.41,-8.14,-9.5,-8.878353,-7,-3.5,-3,-4.39,-3.65,-1.95,-7.74,-7,-6.1131,-3.57,,,-5.68,0,-7.7,-8.26,-8.121662632,,-4.86,-8.4359,-20.59039665,,,,-16.225,-5.6,-7.131357104,-3.207966347,-3.5,-2,-1.53,-3.572,-6.16,-5.03,,,-5.310483493,3.1177127666,-4.89,0.5033037145,0.371829766,-5.5
4.5,3,Oklahoma,Tennessee,2,,,,4.33,3.88,2.212,4.63,6.971,1.5,1.7,1.5,1.6,0.77,5.72,13,-2.224836,2.5,3.3,6.19,5.03,5.55,8.38,1.5,2,3.2923,4.05,,,5.08,0,-7.93,8.7,4.255998525,,1.36,2.8744,-12.13299378,,,,-2.17,1.6,-1.512802275,-0.329690079,1.4,-1,6.9,5.262,1.86,4.83,,,3.2076331645,3.5276798645,3.08335,0.5036101442,0.5778939017,3
3,2.5,Vanderbilt,Texas,3.5,,,,1.32,7.82,-0.167,4.47,5.393,4.1,5.8,4.2,1.9,0.56,12.19,15.5,-0.8318729,4.2,3,7.36,8.11,8.33,5.84,-0.34,1,5.66,3.87,,,7.96,0,-1.2,-5.95,1.800783827,,-0.18,7.574,5.176087018,,,,1.375,6.3,0.878909153,-1.720713969,0.7,-6,2.58,-2.056,8.55,1.35,,,3.7491268442,4.1569359546,3.685,0.5216093791,0.5900313518,2.5
-5,-6.5,James Madison,Texas St.,-7.5,-6.89,,,-9.28,-11.5,-11.268,-4.11,-12.879,-4,-5.1,-4.9,-7,-7.29,-4.91,3.5,-11.66536,-11.5,-7.8,-2.92,-1.9,-4.11,-3.96,-7.99,-8,-2.2486,-2.29,,,-6.61,0,-10.78,-12.99,-5.669803412,,-5.89,-2.0567,4.025878275,,,,-26.425,-6.3,-4.867341858,-4.942745255,-15.1865,-12,-13.93,-8.9,-6.29,-11.7,,,-7.56682834,5.0185273747,-6.89,0.4816775858,0.3253235016,-6.5
-3.5,-4.5,Tulane,Texas-San Antonio,-6.5,,,,-5.19,-4.51,-13.657,-7.49,-12.226,-10.6,-9.3,-9.2,-6.1,-9.3,-5.47,-2.5,-4.232948,-7,-5.5,-2.71,-1.5,-8.41,0.44,-6.48,-12,-3.4921,-0.04,,,-3.91,0,-3.54,-12.57,-9.823547346,,-6.88,-7.3586,29.175752659,,,,7,-3.9,-3.964937247,-7.969904122,-16.562,-8,-8.43,-8.607,-4.27,-10.83,,,-6.489845595,4.408427099,-6.49,0.4656717233,0.3473549998,-4.5
7,7.5,Arkansas St.,Troy St.,12.5,,,,10.66,8.3,11.924,7.88,6.468,7.6,7.9,9.2,9.7,8.55,10.91,4,11.06768,7.6,11,10.88,9.83,11.83,12.17,8.58,10,6.5447,12.11,,,9.67,0,14.45,9.86,9.034456236,,8.76,9.0885,23.33920109,,,,11.4,10.1,10.835225055,2.2855301192,15.05,7,9.32,11.189,11.62,10.05,,,9.9376726656,2.1498161399,9.93,0.542621762,0.7316953171,8
5,4,New Mexico,UNLV,9.5,,,,1.14,10.11,15.799,6.36,4.171,15,13.2,14.7,5.8,3.81,9.79,10.5,-0.20298,3.7,3.6,9.38,8.24,12.37,8.57,-1.78,1,5.3628,1.49,,,7.63,0,10.31,-7.85,2.947921431,,-0.24,4.6026,-14.30250915,,,,-1.375,5.4,-0.95265377,3.2039018616,9.1,3,9.02,3.848,5.86,4.83,,,5.9142286227,5.2259330081,5.6,0.5327861892,0.6378128093,4
7,9,Cincinnati,Utah,7.5,,,,20.14,9.04,2.415,8.66,16.669,11.5,11.2,11.5,11.8,7.27,10.5,5,15.96955,7.7,11,10.24,11.34,8.18,13.28,17.38,24,9.6792,19.9,,,8.66,0,16.98,9.76,12.305604617,,13.38,13.3304,12.107352879,,,,22.25,12.3,19.791792849,1.454493166,6.65,3,6.06,11.247,13.12,4.83,,,11.90861967,4.9812576159,11.2935,0.5498588996,0.7621357646,9
-10.5,-10,Louisville,Virginia Tech,-10.5,,,,-6.21,-14.31,-12.069,-11.59,-19.246,-6.9,-13.6,-14.1,-12,-10.04,-9.99,-4,-17.03462,-16,-10.6,-8.62,-6.44,-12.86,-9,-13.24,-13,-6.4497,-12.71,,,-7.6,0,-18.13,-12.74,-16.69923245,,-10.07,-5.9462,-42.30376252,,,,-17.275,-12.2,-14.86982034,-5.035204061,-18.55,-15,-8.34,-12.407,-8.94,-11.41,,,-11.72859402,3.8460239301,-12.0345,0.4700393095,0.2371865889,-10
8.5,8.5,New Mexico St.,Western Kentucky,15.5,,,,9.01,10.08,14.505,11.49,13.89,10.2,10.1,10.3,6,9.94,14.07,11,7.715372,11.4,11.3,13.89,12.43,14.28,16.8,10.08,10,7.7816,10,,,10.65,0,10.24,11.12,8.4821960574,,9.04,9.254,14.881896895,,,,10.65,10.5,7.18129104,19.12923003,16.1,8,18.32,2.399,8.56,11.79,,,10.94864366,3.0817991081,10.4,0.5426137701,0.7499983857,9
7,4.5,Central Mich.,Western Mich.,2,,,,9.79,5.05,0.047,7.15,4.111,5,5.6,6,6.6,3.8,6.32,9,7.265581,2.5,5.3,8.31,9.24,5.44,11.34,12.21,10,4.3797,9.27,,,6.53,0,12.27,1.26,3.337279008,,9.55,8.2309,6.7839457915,,,,15.475,6.1,10.736749313,-1.512532611,4.9,2,8.28,5.676,6.99,5.41,,,6.8544528769,3.2590683505,6.425,0.5409366896,0.6632563339,4.5
